timestamp, orientation_x, orientation_y, joystick_action, joystick_state
"Sat Sep 16 10:55:01 2023
", -7.70, 1.84, none, none
"Sat Sep 16 10:55:01 2023
", -7.70, 1.85, none, none
"Sat Sep 16 10:55:01 2023
", -7.70, 1.85, none, none
"Sat Sep 16 10:55:01 2023
", -7.70, 1.85, none, none
"Sat Sep 16 10:55:01 2023
", -7.71, 1.86, none, none
"Sat Sep 16 10:55:01 2023
", -7.71, 1.85, none, none
"Sat Sep 16 10:55:01 2023
", -7.70, 1.84, none, none
"Sat Sep 16 10:55:01 2023
", -7.71, 1.85, none, none
"Sat Sep 16 10:55:01 2023
", -7.71, 1.85, none, none
"Sat Sep 16 10:55:01 2023
", -7.71, 1.85, none, none
"Sat Sep 16 10:55:01 2023
", -7.69, 1.84, none, none
"Sat Sep 16 10:55:01 2023
", -7.69, 1.85, none, none
"Sat Sep 16 10:55:01 2023
", -7.69, 1.85, none, none
"Sat Sep 16 10:55:01 2023
", -7.70, 1.85, none, none
"Sat Sep 16 10:55:01 2023
", -7.71, 1.86, none, none
"Sat Sep 16 10:55:01 2023
", -7.71, 1.87, none, none
"Sat Sep 16 10:55:01 2023
", -7.72, 1.88, none, none
"Sat Sep 16 10:55:01 2023
", -7.72, 1.89, none, none
"Sat Sep 16 10:55:01 2023
", -7.72, 1.89, none, none
"Sat Sep 16 10:55:01 2023
", -7.72, 1.89, none, none
"Sat Sep 16 10:55:01 2023
", -7.72, 1.89, none, none
"Sat Sep 16 10:55:01 2023
", -7.71, 1.89, none, none
"Sat Sep 16 10:55:01 2023
", -7.61, 1.90, none, none
"Sat Sep 16 10:55:01 2023
", -7.62, 1.91, none, none
"Sat Sep 16 10:55:01 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:01 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:01 2023
", -7.61, 1.89, none, none
"Sat Sep 16 10:55:01 2023
", -7.61, 1.89, none, none
"Sat Sep 16 10:55:01 2023
", -7.61, 1.90, none, none
"Sat Sep 16 10:55:01 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:01 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:01 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:01 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:01 2023
", -7.60, 1.90, none, none
"Sat Sep 16 10:55:01 2023
", -7.61, 1.90, none, none
"Sat Sep 16 10:55:01 2023
", -7.61, 1.89, none, none
"Sat Sep 16 10:55:02 2023
", -7.61, 1.89, none, none
"Sat Sep 16 10:55:02 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:02 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:02 2023
", -7.63, 1.89, none, none
"Sat Sep 16 10:55:02 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:02 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:02 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:02 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.90, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.90, none, none
"Sat Sep 16 10:55:02 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.92, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.92, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.92, none, none
"Sat Sep 16 10:55:02 2023
", -7.63, 1.92, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.92, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.92, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:02 2023
", -7.63, 1.91, none, none
"Sat Sep 16 10:55:02 2023
", -7.63, 1.91, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.90, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.90, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.89, none, none
"Sat Sep 16 10:55:02 2023
", -7.64, 1.89, none, none
"Sat Sep 16 10:55:02 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:02 2023
", -7.63, 1.89, none, none
"Sat Sep 16 10:55:02 2023
", -7.63, 1.89, none, none
"Sat Sep 16 10:55:02 2023
", -7.63, 1.88, none, none
"Sat Sep 16 10:55:03 2023
", -7.63, 1.89, none, none
"Sat Sep 16 10:55:03 2023
", -7.63, 1.89, none, none
"Sat Sep 16 10:55:03 2023
", -7.64, 1.89, none, none
"Sat Sep 16 10:55:03 2023
", -7.64, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.64, 1.89, none, none
"Sat Sep 16 10:55:03 2023
", -7.64, 1.89, none, none
"Sat Sep 16 10:55:03 2023
", -7.64, 1.89, none, none
"Sat Sep 16 10:55:03 2023
", -7.64, 1.89, none, none
"Sat Sep 16 10:55:03 2023
", -7.64, 1.89, none, none
"Sat Sep 16 10:55:03 2023
", -7.64, 1.89, none, none
"Sat Sep 16 10:55:03 2023
", -7.64, 1.89, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.89, none, none
"Sat Sep 16 10:55:03 2023
", -7.67, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.66, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.66, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.66, 1.91, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.64, 1.90, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.91, none, none
"Sat Sep 16 10:55:03 2023
", -7.66, 1.91, none, none
"Sat Sep 16 10:55:03 2023
", -7.66, 1.92, none, none
"Sat Sep 16 10:55:03 2023
", -7.67, 1.92, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.92, none, none
"Sat Sep 16 10:55:03 2023
", -7.66, 1.92, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.91, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.91, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.91, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.91, none, none
"Sat Sep 16 10:55:03 2023
", -7.65, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.64, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.91, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.64, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.65, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.64, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.65, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.64, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:04 2023
", -7.62, 1.89, none, none
"Sat Sep 16 10:55:04 2023
", -7.62, 1.89, none, none
"Sat Sep 16 10:55:04 2023
", -7.62, 1.89, none, none
"Sat Sep 16 10:55:04 2023
", -7.62, 1.89, none, none
"Sat Sep 16 10:55:04 2023
", -7.61, 1.89, none, none
"Sat Sep 16 10:55:05 2023
", -7.60, 1.88, none, none
"Sat Sep 16 10:55:05 2023
", -7.61, 1.89, none, none
"Sat Sep 16 10:55:05 2023
", -7.61, 1.89, none, none
"Sat Sep 16 10:55:05 2023
", -7.61, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.61, 1.89, none, none
"Sat Sep 16 10:55:05 2023
", -7.61, 1.89, none, none
"Sat Sep 16 10:55:05 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.63, 1.91, none, none
"Sat Sep 16 10:55:05 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.63, 1.89, none, none
"Sat Sep 16 10:55:05 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.60, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.63, 1.91, none, none
"Sat Sep 16 10:55:05 2023
", -7.60, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.61, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.62, 1.89, none, none
"Sat Sep 16 10:55:05 2023
", -7.62, 1.89, none, none
"Sat Sep 16 10:55:05 2023
", -7.63, 1.89, none, none
"Sat Sep 16 10:55:05 2023
", -7.64, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.63, 1.89, none, none
"Sat Sep 16 10:55:05 2023
", -7.62, 1.89, none, none
"Sat Sep 16 10:55:05 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.63, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.62, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.61, 1.89, none, none
"Sat Sep 16 10:55:05 2023
", -7.60, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.61, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.60, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.60, 1.90, none, none
"Sat Sep 16 10:55:05 2023
", -7.59, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.60, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.57, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.60, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.91, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.59, 1.90, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.57, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.58, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.57, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.57, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.57, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.56, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.57, 1.89, none, none
"Sat Sep 16 10:55:06 2023
", -7.55, 1.89, none, none
"Sat Sep 16 10:55:07 2023
", -7.57, 1.89, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.57, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.55, 1.89, none, none
"Sat Sep 16 10:55:07 2023
", -7.57, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.91, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.55, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.55, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.55, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.55, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.55, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.55, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.55, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.55, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.91, none, none
"Sat Sep 16 10:55:07 2023
", -7.55, 1.91, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:07 2023
", -7.55, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.57, 1.91, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.91, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.91, none, none
"Sat Sep 16 10:55:07 2023
", -7.56, 1.92, none, none
"Sat Sep 16 10:55:07 2023
", -7.55, 1.92, none, none
"Sat Sep 16 10:55:07 2023
", -7.54, 1.91, none, none
"Sat Sep 16 10:55:07 2023
", -7.54, 1.91, none, none
"Sat Sep 16 10:55:07 2023
", -7.54, 1.91, none, none
"Sat Sep 16 10:55:07 2023
", -7.54, 1.91, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.91, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.55, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.55, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.53, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.55, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.57, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.57, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.56, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.57, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.57, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.57, 1.90, none, none
"Sat Sep 16 10:55:08 2023
", -7.57, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.56, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.56, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.56, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.56, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.56, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.55, 1.88, none, none
"Sat Sep 16 10:55:08 2023
", -7.55, 1.88, none, none
"Sat Sep 16 10:55:08 2023
", -7.55, 1.88, none, none
"Sat Sep 16 10:55:08 2023
", -7.55, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.55, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.88, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.88, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.55, 1.89, none, none
"Sat Sep 16 10:55:08 2023
", -7.54, 1.90, none, none
"Sat Sep 16 10:55:09 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:09 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:09 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:09 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:09 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:09 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:09 2023
", -7.54, 1.89, none, none
"Sat Sep 16 10:55:09 2023
", -7.54, 1.88, none, none
"Sat Sep 16 10:55:09 2023
", -7.55, 1.88, none, none
"Sat Sep 16 10:55:09 2023
", -7.54, 1.88, none, none
"Sat Sep 16 10:55:09 2023
", -7.54, 1.88, none, none
"Sat Sep 16 10:55:09 2023
", -7.54, 1.88, none, none
"Sat Sep 16 10:55:09 2023
", -7.54, 1.88, none, none
"Sat Sep 16 10:55:09 2023
", -7.54, 1.88, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.88, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.88, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.88, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.88, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.87, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.87, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.87, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.87, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.87, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.87, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.87, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.86, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.87, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.86, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.86, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.86, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.86, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.86, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.86, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.86, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.86, none, none
"Sat Sep 16 10:55:09 2023
", -7.52, 1.86, none, none
"Sat Sep 16 10:55:09 2023
", -7.53, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.53, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.52, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.52, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.52, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.52, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.52, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.52, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.51, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.51, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.51, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.51, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.50, 1.85, none, none
"Sat Sep 16 10:55:10 2023
", -7.49, 1.85, none, none
"Sat Sep 16 10:55:10 2023
", -7.49, 1.85, none, none
"Sat Sep 16 10:55:10 2023
", -7.49, 1.85, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.85, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.85, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.85, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.47, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.85, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.85, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.49, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.49, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.49, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.49, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.85, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.85, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.85, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.86, none, none
"Sat Sep 16 10:55:10 2023
", -7.48, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.49, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.49, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.49, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.49, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.49, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.49, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.49, 1.87, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.85, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.85, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.85, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.85, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.85, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.85, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.85, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.50, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.51, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.51, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.51, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.51, 1.86, none, none
"Sat Sep 16 10:55:11 2023
", -7.51, 1.86, none, none
